skn,ncei_id,station_name,station_id,nws_sid,island,network,elevation,latitude,longitude,start_year,end_year,rf,ta,rh,ws,sw,lw,observer,data_source,edit_notes,nwsli,nesdis_id,name_hads,hads_elev,owner_code_hads,vars_hads,latitude_d_hads,longitude_d_hads,match_notes,name_ncei,mindate_ncei,maxdate_ncei,latitude_ncei,longitude_ncei,name_scan,id_scan,latitude_scan,longitude_scan,nws_kk_name,kk_nws_match_notes,name,nws_id,nws_name
527,NA,Gage 24,527,NA,Mo,State,183,21.16014938,-157.070518,1929,1975,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 24,NA,NA
527.1,NA,Hoolehua-Hussey,527.1,NA,Mo,State,256,21.16292665,-157.0469066,1926,1955,RF,NA,NA,NA,NA,NA,HUSSEY BA JR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hoolehua-Hussey,NA,NA
527.2,NA,Shop,527.2,NA,Mo,State,262,21.162094,-157.043019,1950,1954,RF,NA,NA,NA,NA,NA,PACIFIC PINEAPPLE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shop,NA,NA
527.3,NA,Fld 4A,527.3,NA,Mo,State,247,21.16820416,-157.0507954,1953,1955,RF,NA,NA,NA,NA,NA,PACIFIC PINEAPPLE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fld 4A,NA,NA
527.4,NA,Fld 146,527.4,NA,Mo,State,184,21.158761,-157.07024,1949,1955,RF,NA,NA,NA,NA,NA,PACIFIC PINEAPPLE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fld 146,NA,NA
528,NA,Field 322,528,NA,Mo,State,174,21.14265025,-157.0696855,1928,1983,RF,NA,NA,NA,NA,NA,CPC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 322,NA,NA
528.1,NA,Block 2,528.1,NA,Mo,State,152,21.15181659,-157.0782961,1956,1968,RF,NA,NA,NA,NA,NA,CPC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Block 2,NA,NA
529,NA,Field 325,529,NA,Mo,State,98,21.12515081,-157.0621865,1929,1986,RF,NA,NA,NA,NA,NA,DEL MONTE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 325,NA,NA
530,NA,Field 302,530,NA,Mo,State,235,21.15681602,-157.0538514,1948,1968,RF,NA,NA,NA,NA,NA,CPC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 302,NA,NA
530.1,NA,Gage 37,530.1,NA,Mo,State,241,21.16264894,-157.0507955,1948,1975,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 37,NA,NA
531,NA,Field 305,531,NA,Mo,State,267,21.14792762,-157.0488516,1948,1983,RF,NA,NA,NA,NA,NA,CPC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 305,NA,NA
531.1,NA,Kualapuu Res,531.1,NA,Mo,State,244,21.15042745,-157.0480181,1970,1983,RF,NA,NA,NA,NA,NA,DOWALD,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kualapuu Res,NA,NA
532,NA,Field 312,532,NA,Mo,State,145,21.13292826,-157.0549636,1948,1983,RF,NA,NA,NA,NA,NA,CPC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 312,NA,NA
533,NA,Field 309,533,NA,Mo,State,168,21.1301505,-157.0421855,1928,1983,RF,NA,NA,NA,NA,NA,DEL MONTE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 309,NA,NA
533.1,NA,F308,F308,NA,Mo,HC&S,169,21.13709456,-157.0257959,1953,2016,RF,NA,NA,NA,NA,NA,HC&S,UHM_Geography; RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F308,NA,NA
534,USC00514778,KUALAPUU 534,514778,NA,Mo,COOP,265,21.15209396,-157.0355178,1900,1978,RF,Ta,NA,NA,NA,NA,CPC,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KUALAPUU 534,NA,NA
534.1,NA,Field 310,534.1,NA,Mo,State,183,21.14848301,-157.0207955,1966,1983,RF,NA,NA,NA,NA,NA,DEL MONTE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 310,NA,NA
535,NA,Field 304,535,NA,Mo,State,220,21.14181666,-157.0321848,1938,1983,RF,NA,NA,NA,NA,NA,CPC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 304,NA,NA
536,USC00513541,KAUNAKAKAI 536,513541,NA,Mo,COOP,3,21.08876308,-157.0216311,1933,2017,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KAUNAKAKAI 536, HI US",1/1/1955,9/21/2018,21.0868,-157.0226,NA,NA,NA,NA,NA,NA,KAUNAKAKAI 536,NA,NA
536.1,NA,Kanoa,536.1,NA,Mo,State,12,21.068487,-156.958854,1950,1957,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kanoa,NA,NA
536.2,NA,Manawainui,536.2,NA,Mo,State,6,21.11126225,-157.0816319,1957,1961,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manawainui,NA,NA
536.3,NA,Oliwai,536.3,NA,Mo,State,23,21.10848466,-157.0688543,1950,1964,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliwai,NA,NA
536.5,NA,Kaunakakai Mau,HI-71,KACH1,Mo,Hydronet,28,21.0946,-157.0174,1965,2017,RF,NA,NA,NA,NA,NA,MOLOKAI GEN HOSP;Hydronet,Hydronet;RF_Atlas,NA,KACH1,50A0F2E2,KAUNAKAKAI MAUKA,2520,NWSPAC,PC,21.0947,-157.018,matched HADS stations to SKN by merge of 'nwsli' to 'nws_SID',NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaunakakai Mauka,matched stations to SKN by station name similarity uzing agrep fuzzy match and manually removed bad match and duplicates,Kaunakakai Mau,KACH1, Kaunakakai Mauka (14004)    
536.6,US1HIMI0002,KAUNAKAKAI 3.5 ESE,US1HIMI0002,NA,Mo,CoCoRaHS,13,21.068,-156.963,2009,2017,RF,NA,NA,NA,NA,NA,CoCoRaHS,NCEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KAUNAKAKAI 3.5 ESE, HI US",6/1/2009,9/14/2018,21.0688,-156.9626,NA,NA,NA,NA,NA,NA,KAUNAKAKAI 3.5 ESE,NA,NA
537,NA,Poholua,537,NA,Mo,State,655,21.14126109,-156.9702405,1933,1947,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poholua,NA,NA
537.1,NA,Kakalehale,537.1,NA,Mo,State,375,21.13292807,-156.9963512,1957,1983,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kakalehale,NA,NA
537.2,NA,Makakupaia,537.2,NA,Mo,State,732,21.1068165,-156.9438523,1957,1964,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makakupaia,NA,NA
537.4,NA,New Reservoir,537.4,NA,Mo,State,838,21.13848307,-156.956352,1976,1989,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Reservoir,NA,NA
538,USR0000HMLK,Molokai 1,HMLK,MLKH1,Mo,RAWS,833,21.115,-156.9475,2003,2017,RF,Ta,RH,WS,Sw,NA,RAWS,RAWS;WRCC;NCEI;RF_Atlas,NA,MLKH1,487016AC,MOLOKAI 1 RAWS NEAR KAUNAKAKAI 5NE,3720,DFWLNR,MM MT PC RW TA TN TX UD UP UR US VB XR,21.115,-156.947,matched HADS grep('*RAWS*') stations to SKN by station name using fuzzy matching os station names agrep function in R,"MOLOKAI 1 HAWAII, HI US",4/14/2003,9/24/2018,21.115,-156.9475,NA,NA,NA,NA,NA,NA,Molokai 1,MLKH1, Molokai 1                   
539,USR0000HWAI,Waikolu Valley,HWAI,NA,Mo,RAWS,152,21.14194444,-156.9222222,1993,1999,RF,Ta,RH,WS,NA,NA,RAWS,RAWS;WRCC;NCEI;RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waikolu Valley,NA,NA
540,USC00519404,WAIKOLU 540,519404,NA,Mo,COOP,1082,21.12681472,-156.9205198,1930,2007,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WAIKOLU 540,NA,NA
540.1,NA,Waikolu,2.11E+14,NA,Mo,USGS,274,21.14527778,-156.9347222,1999,2003,RF,NA,NA,NA,NA,NA,USGS,USGS;RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waikolu,NA,NA
541,NA,Kawela,541,NA,Mo,State,1113,21.10848192,-156.9021865,1946,1979,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kawela,NA,NA
541.1,NA,Pepeopae,541.1,NA,Mo,State,1280,21.11681493,-156.90052,1956,1978,RF,NA,NA,NA,NA,NA,USGS,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pepeopae,NA,NA
541.2,NA,Puu Alii West,HPUA,PAFH1,Mo,RAWS,1160,19.77166667,-155.7022222,2012,2017,RF,Ta,RH,WS,Sw,NA,RAWS,RAWS;WRCC,NA,PAFH1,32D6062E,PUU ALII RAWS NEAR KAUNAKAKAI 9NE,2240,NPS003,PC RW TA UD UP UR US VB XR,21.1408,-156.902,matched HADS grep('*RAWS*') stations to SKN by station name using fuzzy matching os station names agrep function in R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puu Alii West,PAFH1, Puu Alii                    
542,NA,Mapulehu,542,NA,Mo,State,6,21.06680879,-156.8038547,1892,1973,RF,NA,NA,NA,NA,NA,HSPA,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mapulehu,NA,NA
542.1,USC00518549,PUU O HOKU RANCH 542.1,518549,NA,Mo,COOP,205,21.1447,-156.7329,1943,2016,RF,Ta,NA,NA,NA,NA,PUUOHOKU RANCH,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PUU O HOKU RANCH 542.1,NA,NA
542.11,NA,Kamalo,HI-73,KMLH1,Mo,Hydronet,9,21.052,-156.871,1992,2017,RF,NA,NA,NA,NA,NA,Hydronet,Hydronet;NCEI;RF_Atlas,confirmed skn from AF; Erased NCEI ID: USC00513045 probably co-located COOP station and new SKN should be assigned to hydronet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kamalo,matched stations to SKN by station name similarity uzing agrep fuzzy match and manually removed bad match and duplicates,Kamalo,KMLH1, Kamalo (HI73)               
542.2,NA,Halawa,542.2,NA,Mo,State,61,21.16346229,-156.7471828,1930,1934,RF,NA,NA,NA,NA,NA,DK KALAAU,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Halawa,NA,NA
542.3,NA,Mapulehu Mauka,542.3,NA,Mo,State,198,21.06847805,-156.8238555,1907,1912,RF,NA,NA,NA,NA,NA,CC CONRADT,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mapulehu Mauka,NA,NA
542.4,NA,Kamalo,542.4,NA,Mo,State,18,21.05681809,-156.8638521,1923,1928,RF,NA,NA,NA,NA,NA,FH FOSTER,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kamalo,NA,NA
542.5,NA,Puu Kahea,542.5,NA,Mo,State,713,21.13347429,-156.7788563,1933,1934,RF,NA,NA,NA,NA,NA,PUUOHOKU RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puu Kahea,NA,NA
542.6,NA,Kamalo Mauka,542.6,NA,Oa,State,18,21.05570736,-156.8721855,1965,1970,RF,NA,NA,NA,NA,NA,WT CARSTEN,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kamalo Mauka,NA,NA
542.9,USC00510961,HALAWA VALLEY 542.9,510961,NA,Mo,COOP,8,21.15679405,-156.737461,1905,1997,RF,NA,NA,NA,NA,NA,USWB,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HALAWA VALLEY 542.9,NA,NA
543,NA,Pelekunu Ridge,2.11E+14,NA,Mo,USGS,213,21.1320925,-156.8766322,1939,1993,RF,NA,NA,NA,NA,NA,RAWS,USGS,corrected SKN from 543.1 and confirmed with AF atlas as current corrected SKN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pelekunu Ridge,NA,NA
543.1,NA,Puuhoikaweea,HPUH,NA,Mo,RAWS,256,21.13055556,-156.875,1994,1997,RF,Ta,RH,WS,NA,NA,RAWS,RAWS;WRCC;RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puuhoikaweea,NA,NA
544,NA,Puu Lua Wailau,544,NA,Mo,State,884,21.10625523,-156.8163559,1923,1960,RF,NA,NA,NA,NA,NA,USGS,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puu Lua Wailau,NA,NA
545,NA,Mapulehu Mauka,545,NA,Mo,State,34,21.07264145,-156.8030215,1969,1972,RF,NA,NA,NA,NA,NA,HSPA,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mapulehu Mauka,NA,NA
545.1,NA,Pukoo Kai,545.1,NA,Mo,State,0,21.07180733,-156.7960768,1970,1976,RF,NA,NA,NA,NA,NA,DAVIS MARIAM,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pukoo Kai,NA,NA
546,NA,Pu'u Ali'i,HPUU,NA,Mo,RAWS,1012,21.13,-156.9169444,1993,1997,RF,NA,RH,WS,NA,NA,RAWS,RAWS;WRCC;RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pu'u Ali'i,NA,NA
550,NA,Kepuhi,550,NA,Mo,State,12,21.18792856,-157.2463487,1933,1975,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kepuhi,NA,NA
550.1,NA,Kalae Oka Ilio,550.1,NA,Mo,State,162,21.2082034,-157.2169043,1933,1975,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kalae Oka Ilio,NA,NA
550.2,USC00514400,KEPUHI SHERATON 550.2,514400,NA,Mo,COOP,33,21.19265034,-157.2430152,1979,2008,RF,Ta,NA,NA,NA,NA,SHERATON HOTEL,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KEPUHI SHERATON 550.2,NA,NA
550.3,US1HIMI0006,MAUNALOA 3.2 NNW,US1HIMI0006,NA,Mo,CoCoRaHS,93,21.1804,-157.2319,2013,2017,RF,NA,NA,NA,NA,NA,CoCoRaHS,NCEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAUNALOA 3.2 NNW, HI US",4/29/2013,9/23/2018,21.1804,-157.2319,NA,NA,NA,NA,NA,NA,MAUNALOA 3.2 NNW,NA,NA
551,USC00514394,KEONELELE PENS 551,514394,NA,Mo,COOP,171,21.19348306,-157.2038494,1933,1997,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KEONELELE PENS 551,NA,NA
551.1,NA,Apalu,551.1,NA,Mo,State,152,21.17376248,-157.2149609,1950,1975,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apalu,NA,NA
551.2,NA,Keonelele Trees,551.2,NA,Mo,State,207,21.17459513,-157.1805168,1950,1975,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keonelele Trees,NA,NA
551.3,NA,Moomomi Mauka,551.3,NA,Mo,State,113,21.17015037,-157.1521841,1934,1975,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moomomi Mauka,NA,NA
551.4,NA,Moomomi Makai,551.4,NA,Mo,State,6,21.19320421,-157.1607947,1959,1974,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moomomi Makai,NA,NA
551.5,NA,Kakaako Gulch,2.11E+14,NA,Mo,USGS,116,21.1775,-157.2197222,1964,2008,RF,NA,NA,NA,NA,NA,USGS,USGS;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kakaako Gulch,NA,NA
552,NA,Gage 29,552,NA,Mo,State,213,21.17403978,-157.1871834,1947,1976,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 29,NA,NA
553,USR0000HMAK,Makapulapai,HMAK,MKPH1,Mo,RAWS,23,21.20333333,-156.9661111,1993,2017,RF,Ta,RH,WS,Sw,NA,RAWS,RAWS;WRCC;NCEI;RF_Atlas,NA,MKPH1,FA9024CE,MAKAPULAPAI RAWS NEAR KALAUPAPA 1NE,1540,NPS003,PC RW TA UD UP UR US VB XR,21.2033,-156.966,matched HADS grep('*RAWS*') stations to SKN by station name using fuzzy matching os station names agrep function in R,"MAKAPULAPAI HAWAII, HI US",3/29/1993,9/24/2018,21.2033,-156.9661,NA,NA,NA,NA,NA,NA,Makapulapai,MKPH1, Makapulapai                 
554,NA,Moomomi,554,NA,Mo,State,91,21.17514985,-157.1319066,1948,1968,RF,NA,NA,NA,NA,NA,CPC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moomomi,NA,NA
554.1,NA,Fld 18,554.1,NA,Mo,State,107,21.17959383,-157.1255178,1950,1955,RF,NA,NA,NA,NA,NA,PACIFIC PINEAPPLE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fld 18,NA,NA
555,NA,Gage 36,555,NA,Mo,State,125,21.1673723,-157.1119069,1947,1976,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 36,NA,NA
555.1,NA,Fld 126 E,555.1,NA,Mo,State,116,21.1695946,-157.118018,1954,1955,RF,NA,NA,NA,NA,NA,PACIFIC PINEAPPLE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fld 126 E,NA,NA
556,NA,Hoolehua,556,NA,Mo,State,128,21.16681656,-157.1055179,1930,1983,RF,NA,NA,NA,NA,NA,CPC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hoolehua,NA,NA
556.2,NA,Gage 43,556.2,NA,Mo,State,122,21.18042683,-157.1138512,1960,1975,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 43,NA,NA
556.3,NA,Fld 126,556.3,NA,Mo,State,148,21.17653825,-157.1107956,1949,1955,RF,NA,NA,NA,NA,NA,PACIFIC PINEAPPLE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fld 126,NA,NA
556.4,NA,Fld 99,556.4,NA,Mo,State,168,21.18153722,-157.0913511,1954,1954,RF,NA,NA,NA,NA,NA,PACIFIC PINEAPPLE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fld 99,NA,NA
556.5,NA,Fld 102,556.5,NA,Mo,State,155,21.1823706,-157.09524,1949,1954,RF,NA,NA,NA,NA,NA,PACIFIC PINEAPPLE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fld 102,NA,NA
557,NA,Gage 23,557,NA,Mo,State,183,21.17098244,-157.08274,1928,1975,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 23,NA,NA
557.1,NA,Block 7,557.1,NA,Mo,State,168,21.17237153,-157.0935733,1956,1968,RF,NA,NA,NA,NA,NA,CPC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Block 7,NA,NA
557.2,NA,Fld 74,557.2,NA,Mo,State,177,21.16959347,-157.0771845,1954,1955,RF,NA,NA,NA,NA,NA,PACIFIC PINEAPPLE,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fld 74,NA,NA
558,NA,Gage 34,558,NA,Mo,State,221,21.18014775,-157.0671842,1947,1975,RF,NA,NA,NA,NA,NA,LIBBY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gage 34,NA,NA
558.1,NA,Block 3,558.1,NA,Mo,State,162,21.18014821,-157.0832954,1949,1978,RF,NA,NA,NA,NA,NA,CPC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Block 3,NA,NA
558.3,NA,Block 10,558.3,NA,Mo,State,183,21.17403712,-157.0566286,1964,1978,RF,NA,NA,NA,NA,NA,CPC,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Block 10,NA,NA
559,NA,Maalehua,559,NA,Mo,State,381,21.16098227,-157.0213508,1933,1989,RF,NA,NA,NA,NA,NA,MOLOKAI RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maalehua,NA,NA
